明亮,bright,0.6458805275737333
农场,farm,0.6456713832433539
色拉,salad,0.6454442912081646
将你,your,0.6454211631782624
杂志,magazine,0.6449699189853038
星期四,thursday,0.6448519178259311
通常在,usually,0.6448229763913487
外科医生,surgeon,0.6447658040265659
程序设计,programming,0.6445551955973783
萨姆,sam,0.6440931156137769
戴在,worn,0.6440194587893086
剑,sword,0.6438968615513873
飞行员,pilot,0.6438092343070122
进来,in,0.6437395654964103
衬衣,shirt,0.6435623299828537
天津,tianjin,0.6435315177408635
武装,armed,0.6434521389527961
归国,returned,0.6431533988839008
雷达,radar,0.6430827544771324
帆布,canvas,0.6428863899303823
墙,wall,0.6428672465839494
她,she,0.6426711666794664
表达式,expression,0.6426240209201974
木匠,carpenter,0.6425746981870396
西班牙语,spanish,0.6425265171516569
变速器,transmission,0.6421723665745964
州长,governor,0.6418541004034344
眼睛,eyes,0.6417378558111344
芭芭拉,barbara,0.6416911899191985
口音,accent,0.6416223507199346
罐装,canned,0.6414357379173192
噪音,noise,0.641335669374433
猛吃,many,0.6412925617253352
信贷,credit,0.6411766817973583
爵士乐,jazz,0.6409936776784378
监狱,prison,0.6409715137940192
霉味,funky,0.6408720768918647
托尼,tony,0.6407267326522257
板球,cricket,0.6406469641468557
上空,over,0.6405726985009069
流人,drain,0.6405211850341516
年龄,age,0.640348090318845
尤,especially,0.6401940758073177
偏北,north,0.6401514717115925
晋升,promotion,0.6401268822499993
货物,goods,0.6400162237198116
女人,woman,0.6399265784644497
刚刚,just,0.6398251949493761
日期,date,0.6396402031436311
机场,airport,0.639606933540934
肾盂,collecting,0.6393609115582786
绅士,gentleman,0.6393140801652494
腿,leg,0.6391443913507274
圆柱形,cylindrical,0.6390287924290713
承继,assume,0.6389448609575926
法官,judge,0.638837792073134
领土,territory,0.638658701555828
星期六,saturday,0.6386454561753683
操作者,operator,0.6385872662668075
炸弹,bomb,0.6384536912273813
午,lunch,0.6384418467332887
艺术家,artist,0.6382562442276764
肯尼迪,kennedy,0.638097287539471
脑袋,head,0.6379224970833677
窗口,window,0.6379047487543267
约克,york,0.6377645988947426
晚会,party,0.6375250687905806
会议,meeting,0.63750604991026
每周,week,0.6373427065623695
农夫,farmer,0.6371772546787491
供给量,delivered,0.6370117199274584
两把,two,0.6369001533173595
穗轴,cob,0.6368389395434654
相机,camera,0.6368223171130702
单一,single,0.63658878242941
波士顿,boston,0.6364029424312825
漫长,long,0.6362661773223058
奶酪,cheese,0.6361790520289349
第五,fifth,0.6361005479594953
操作法,engineering,0.6360984802784351
童年,childhood,0.6360021137717639
大型,large,0.6357532033969586
家俱,furniture,0.6352645663724035
常,often,0.6348860884035593
另一个,another,0.6348728359039334
甘油,glycerol,0.6344740170902945
年轻的,young,0.6344573868665644
光滑,smooth,0.6343988413918588
姓名,name,0.634248308531229
而且,and,0.6339487038433147
鞋,shoes,0.6339257852558015
从来没,never,0.633857004969042
泥,mud,0.6336614794490498
制度,system,0.633647717931704
纳税人,taxpayer,0.6335665274061969
很长,long,0.633259551619184
带着,with,0.6332465253928494
左,left,0.6332211478059746
这本书,book,0.6331494781345978
巴西,brazil,0.6331107423230329
疾病,disease,0.6330619616130467
布料,cloth,0.6329759024003428
哥哥,brother,0.6327999722970783
但却,but,0.6327375627703313
大海,sea,0.6327368228127584
友好,friendly,0.6325743879931153
多数,most,0.6325463335678575
一周,week,0.6325172266345664
花园里,garden,0.632407825319298
穷人,poor,0.6323041517643313
智慧,wisdom,0.6322127432556415
爱丁堡,edinburgh,0.631876450313425
他,he,0.6318719298133602
加利福尼亚州,california,0.6318019314162594
她能,she,0.6316709920375652
杆,a,0.6315723480629977
少校,major,0.6315436555614174
小船,boat,0.6314923314436178
白兰地,brandy,0.6314577022477819
他用,he,0.6313957607656189
好莱坞,hollywood,0.6313665897877039
面试,interview,0.6313068324083935
相同,same,0.6312960366709345
温哥华,vancouver,0.6311029662792734
男人,man,0.6310718858476227
许,many,0.6309939105702913
两万人,totalled,0.6309294205360049
中国,china,0.630926902263122
悬崖,cliff,0.6308651495047037
孤僻,dissociable,0.6304643846186084
学校的,school,0.6304633377599401
商界,business,0.6303939246560175
零售,retail,0.6303801570132349
秩序,order,0.6303594680840907
那你,you,0.6302589613765464
步枪,rifle,0.6300621231519586
作响,the,0.6300466085732914
读了,read,0.6296871900747757
剧本,play,0.6295173058007194
足够,enough,0.6291540665852651
他因,he,0.6291397547378029
明示,express,0.6290870883853894
所以,so,0.6290649262019044
指挥官,commander,0.6288854851889075
全家,family,0.6284888068486968
纵横,crossword,0.6284127236103099
细节,details,0.6281624843474888
该州,state,0.6281333776617697
艺术,art,0.6278900359657814
提去,off,0.6278378895450725
眼中,eyes,0.6277792786004733
比利时,belgium,0.627733522232561
雕刻家,sculptor,0.6274904679686207
火鸡,turkey,0.627489384645029
儿童,children,0.6273790367439728
正方形,square,0.6271101504200931
卓别林,chaplin,0.6270775865796739
常被,often,0.627002858001235
胃,stomach,0.6269931225752493
营地,camp,0.6267966781536002
感冒,cold,0.6266199044310063
油漆,paint,0.6264939856300236
开阔,open,0.6264552587650274
花瓣,petals,0.6262729223148445
桌,table,0.6260317710006101
书籍,books,0.6260192117471309
哲学家,philosopher,0.6259297066153637
偏西,west,0.6256583267749337
钢琴家,pianist,0.6256507260173166
听众,audience,0.6255756539997372
架上,on,0.6254622005093562
政治,political,0.6254231945770992
木炭,charcoal,0.625328876790688
她对,she,0.6252941897722838
调职,transferring,0.6252821411828245
小型,small,0.6251100821287607
短,short,0.6249910103415202
队,team,0.6249827546183538
敞,open,0.6249224356537973
女王,queen,0.6249221939121189
在读,reading,0.6248523805195478
平衡,balance,0.6245136236386866
免费,free,0.6242780142778268
候选人,candidate,0.6242650634450801
阿尔卑斯山,alps,0.6241336576993648
轻型坦克,light,0.6240882568082082
胜利,victory,0.6240285581737013
岩石,rock,0.6240266853432572
八,eight,0.6239751929742374
请在,please,0.6232470775584682
迟,late,0.6232249524067174
尼罗河,nile,0.6231318304403782
余者,rank,0.623067042368417
支,a,0.6229860353876255
风格,style,0.6228541522294788
那个人,man,0.6227906861154665
和她,her,0.6226656905618464
床上,bed,0.6226646028943048
球,ball,0.6226391281501166
堵墙,wall,0.6224815038928813
星期二,tuesday,0.622429475603054
柠檬,lemon,0.6224206793449311
茄克,jacket,0.6222626432430587
财富,wealth,0.6221704744853807
多个,more,0.6221089779409399
它是,it,0.6220537598174707
嘴唇,lips,0.6220446585948827
向前,forward,0.6220235970690006
谋杀案,murder,0.6218857587214307
白,white,0.6218678802654544
一样,as,0.621810426370051
希伯来,hebrew,0.6217471668313218
核,nuclear,0.6216310865080672
英里,miles,0.6214853801401222
利息,interest,0.621388386953655
卷缩,shriveled,0.6211695971082629
宙斯,zeus,0.6210399769032066
父母亲,parents,0.620789646955482
一种,a,0.6207853206179831
威尔逊,wilson,0.6207108189586771
她在,she,0.6206311181396945
鲜花,flowers,0.6204535381699212
蛋白质,protein,0.6202241596788477
几个月,months,0.6201379094267686
您的,your,0.6199274280658624
在国外,abroad,0.6199126507928895
群居,social,0.6197018640784488
劝告,advice,0.6196711957899059
每,every,0.6196422406687531
护照,passport,0.6194818435169431
军队,army,0.61917752109136
粗绳,rope,0.619154665466136
房租,rent,0.6188119271115969
木头,wood,0.6186335954694566
标志着,the,0.6185473170003631
雨水,rain,0.618168230178206
暴风雪,snowstorm,0.6179398805527249
按钮,button,0.617939504019467
燃烧,burning,0.6179339137076914
东京,tokyo,0.6178307933077601
长方形,rectangular,0.6178050204702474
土耳其,turkey,0.6177676679965074
接触,contact,0.6177365178075458
纱线,yarn,0.617647131393187
民事,civil,0.6176018482875203
性格,character,0.6175345316163876
尊严,dignity,0.6175268633813769
音频,audio,0.6174782079842813
索赔,claim,0.6172628122693679
街角,corner,0.6168520796761436
过程,process,0.616698342301136
上次,last,0.6166331438519018
大蒜,garlic,0.6165137258030916
刚赶,got,0.6163505903300331
护士,nurse,0.6163211106771385
证人,witness,0.616286253644294
莠,ill,0.616202229267818
街上,street,0.6161132655350718
可卡因,cocaine,0.6161040609430186
矿石,ore,0.6159622162308519
分成,into,0.6159354309999798
软的,soft,0.6158944631773203
扇门,door,0.6157657496522096
贷款,loan,0.6156201637316598
国外,abroad,0.615520945986678
地平线,horizon,0.615262555755872
崩掉,chip,0.6151193372622461
滤去,leaching,0.6151069733387206
方向,direction,0.6150552241146324
马来西亚,malaysia,0.6149867129624184
周年纪念,thousandth,0.6148795842446382
建筑物,building,0.6148134448005458
晚了,late,0.6147537603050702
三月,march,0.6146365857034167
将来,future,0.6146359338589775
这条,the,0.6146329886733379
顶端,top,0.614554025426875
车载,car,0.6145241358120378
证据,evidence,0.6140318171097006
可坐,seat,0.6140053315145606
夜间,night,0.6136028997710798
戒指,ring,0.6135626827685349
栅栏,fence,0.6134859659802403
右边,right,0.6133647921791656
文化,culture,0.6133161894930313
单位,unit,0.6132449520189496
期间,during,0.6130027893605876
橙,orange,0.6127418428783832
蔬菜,vegetables,0.6127317560598415
某物,something,0.6126459811810605
围上去,mobbed,0.6125887255319029
车库,garage,0.6123941759212076
轻型,light,0.6121043689652138
全部,all,0.6120728134113744
她认为,she,0.6117740257225078
饥饿,hunger,0.6117586163837803
领先于,lead,0.6114255384284102
样品,sample,0.6114253926859944
售卖,bootleg,0.611214299515394
盗版,bootleg,0.611214299515394
水中,water,0.6111519123064582
火,fire,0.6108596348753129
长时间,long,0.6108425716332422
方言,dialect,0.6108086743200092
俚语,slang,0.6107086086834621
班级,class,0.6106921683138418
山脊,ridge,0.6106650934500525
子女,children,0.610646053919507
数学家,mathematician,0.610627734985022
米勒,miller,0.6106206795703214
有时候,sometimes,0.6104151552374202
该市,city,0.6104105022166927
亲笔,holographic,0.6103580757115534
那只,the,0.6103429368338722
多瑙河,danube,0.6101787704406068
嗓音,voice,0.6101553595426177
一个月,month,0.6100203484550224
糠,winnowing,0.6099392111299343
第一位,first,0.6097067293764645
外部设备,equipment,0.6094209582992051
怒火,anger,0.6093947342234973
谋杀罪,murder,0.6091971054675657
天黑,dark,0.6090994318723293
母,mother,0.6090958776604802
第八个,eighth,0.6089488836689301
折扣,discount,0.6089067023925677
父,father,0.6088852835595155
明星,star,0.6086089087805249
当你,you,0.6084465003249202
委员会,committee,0.6082250534662587
夜里,night,0.6080011980491442
现,now,0.6078705429626217
双臂,arms,0.6078474515367873
宾夕法尼亚州,pennsylvania,0.6078283179956689
鹌鹑,quail,0.6076852901652905
野餐,picnic,0.6076780982162431
毁减,ravages,0.6076048418234398
躯体,body,0.6074946343879046
鸡蛋,eggs,0.6073779093093095
勃,bob,0.6072909215517329
大部分,most,0.6070613292715699
海绵,sponge,0.6068651438731718
散文,prose,0.6067971819350355
焰火,fireworks,0.6067923073434215
祖母,grandmother,0.6067637811927565
她已,she,0.6066245997015626
管状,tubular,0.6065703711725866
三次,three,0.606514241129289
良好,good,0.6064478370447787
胡椒,pepper,0.6063215327803751
两张,two,0.6063122020688408
澳大利亚,australia,0.6062652499993515
该队,team,0.6062582148048102
良心,conscience,0.6062212688835946
还在,still,0.6060844195186083
市场上,market,0.6060151424730859
出去,out,0.6059508549159565
雨伞,umbrella,0.6059248938573882
喝咖啡,coffee,0.6057706573414003
体育场,stadium,0.6057067385595559
二月,february,0.6056545733457407
释怀,assured,0.6053248500847623
车站,station,0.6052049307815748
新娘,bride,0.6051987156370986
或用,or,0.6051656101579492
身后,behind,0.6049940811840147
绿,green,0.6049831542657751
外表,appearance,0.6049759547067913
业务,business,0.6048350987683155
术语,term,0.6046459065245277
上衣,coat,0.604639644597611
付,pay,0.6045654376761118
大选,election,0.6045091960380804
喷洒,spraying,0.604331904949227
喝茶,tea,0.6040823347016071
小偷,thief,0.6040620758947411
重的,heavy,0.6040052302291047
厂长,director,0.6039783644364086
几名,several,0.6039099526883683
但对,but,0.6038964842379118
因为,because,0.6038132544129524
痛风,gout,0.6037710797176987
家庭的,family,0.6037306612554091
珍珠白,yellowish,0.6036796946697794
作文,composition,0.6036439812321828
蓄电池,battery,0.6036390378875595
值班人,watcher,0.6036284627770196
杰克逊,jackson,0.6034751301488712
要比,than,0.6033811138091215
形状,shape,0.6031741639989187
亭子,pavilion,0.6031521421996577
穷,poor,0.6030375970656456
远程,remote,0.6029575389588275
溶液,solution,0.6029185233044081
恐惧,fear,0.6027365972305658
其他人,others,0.6027304317856903
那本书,book,0.6026646882972473
交通,traffic,0.6025418120449011
永远,never,0.6023988208694985
月经,menstrual,0.6022578063599979
新闻界,press,0.6020835939356545
海味,seafood,0.6019267982429505
窄,narrow,0.6019108264843785
干酪,cheese,0.6018384423481722
七,seven,0.6015826010887463
给他,him,0.6015813932596447
上学,school,0.6014948207189
她有,she,0.6014916198287954
角质,horny,0.6014491843092605
体操课,physical,0.6013766127536394
法律,law,0.6013373650015926
修饰,pertaining,0.601305308379831
完整,complete,0.6011923678359701
青春,youth,0.6011356680682793
庙,temple,0.6010529633611628
俄克拉荷,oklahoma,0.6010248035327266
进口,import,0.600929607614024
你们,you,0.6006241825030626
准予,granted,0.6006140079157755
商务,business,0.6005364510172089
小道,path,0.6004548479870431
欧洲,europe,0.6004509039835193
很快,soon,0.6002810621138691
洪水,flood,0.600212229531902
头衔,title,0.6001601564657616
绵羊,sheep,0.6000851437379078
丽,mary,0.5999805390605824
尼泊尔,nepal,0.5997094894148182
坚硬,hard,0.5996760070447229
叔父,uncle,0.599633430400387
老虎,tiger,0.599555294735641
宫廷,court,0.5990113318728201
大小,size,0.5989063376770399
中世纪,medieval,0.598748835292344
页,page,0.5987403239186473
电影院,cinema,0.5986994949273349
